text,sentiment,label
Strongly condemn the cowardly act of Chennai police on protesters against CAA - NRC - NPR...,0.4333333333333333,1
Beautiful! Thx for sharing!,1.0,1
#WorldAgainstCAA_NRC_NPR !!! Reject #CAA #NRC #RejectCAA_NRC_NPR,0.0,0
Onder vijanden via @nrc ,0.0,0
Miss my MAA BABA very much 😔,0.26,1
"Chennai: Police lathicharge protesters demonstrating against CAA, NRC in Washermanpet https://www.indiatoday.in/india/story/chennai-police-lathicharge-protesters-demonstrating-against-caa-nrc-in-washermanpet-1646608-2020-02-14?utm_source=it_sticky_footer via @indiatoday",0.0,0
By holding the National Flag the students of World's renowned Islamic Institute Darul Uloom Deoband participating in #ShaheenBagh Of #Deoband #deobandagainstcaa_nrc_npr #CAA_NRC_NPR_Protests #CAA_NRC_Protest,0.0,0
Onder vijanden via @nrc https://www.nrc.nl/nieuws/2020/02/15/onder-vijanden-a3990566,0.0,0
Yeah I mean some of the most prominent critics of the NRC in Assam in academia are ethnic Axomiyas themselves.,0.22916666666666666,1
EXCLUSIVE: ‘Playing NRC card on East Bengal pitch can hurt fans’ ,0.0,0
leftist hypocrisy.. #ISupportCAA_NRC Why should India give citizenship to the butchers? ,-0.05,-1
"Sedition on 10 years old, this how people treating the children and 4th class students were also booked for playing drama in school. Where is the Noble Laureate @k_satyarthi, who gained the prize for working on Children? #WorldAgainstCAA_NRC_NPR #WorldAgainstCAA_NRC_NPR",0.35,1
"Picture: Oleh Slobodeniuk Getty Images, seen in NRC 14-02-2020 Boeken page 9 ",0.0,0
#worldagainst_CAA_NRC_NPR why? 1.Against the Indian Constitution 2 Against the Idea of India 3 Against Humanity 4 Promotes Racism and Apartheid 5 Detention is Short term arrangement 6 Leads to modern slavery 7 Threatens life to Hindus in other countries 8Undermines Human Dignity,0.018750000000000003,1
"#BeingMuslim it is incumbent upon me to help vulnerable section of society irrespective of their religion, caste, creed and gender, Please visit http://www.legalaidindia.org for free legal assistant #IndiaAgainstCAA_NPR_NRC #MumbaiAgainstCAA_NPR #MumbraKaShaheenBagh #MumbaiBagh",0.03333333333333335,1
"muslim community have been protesting against #CAA_NRC_ACT for almost two months at shaheen bagh, which is no more a matter of concern. March is about to come and delhi is famous for its 45℃+ temp. in summer so it will get free space shortly with no external effort.😉",0.13,1
"As few bogus terms like 'intolerance', 'chowkidar chor hai', 'secularism' given and spreaded by some bollywood #Liberandus failed to uproot modi led #BJP govt. in centre the one going #CAA_NRC_Protests is latest version of very failed 'intolerance' term.",-0.2125,-1
BARU ROWDY SAID WE WILL To THE SAME CAA No NRC NPR ,0.0,0
#WorldAgainstCAA_NRC_NPR Hum kaaghaz nahi Likhwaenge. Tum Jo karna hai karlo; hum Kuch bhi Nahi bataenge. We will not entertain the enumerators for NPR. First the Govt should answer about the 1.9 million people who are out of NRC in Assam. Take the accountability,0.25,1
#Chennaiagainst_CAA_NRC People have every right to protest. Police voelnce is inteolerable. They should behave in a civilized way.,0.34285714285714286,1
#Kashmir welcome the Seattle City Council’s resolution denouncing the divisive &amp; draconian #CAA #NRC. Time to #StandWithKashmir #KashmirReferendum @EUCouncil @ADB_HQ #QuitKashmir #StandWithKashmir,0.8,1
"#worldagainst_CAA_NRC_NPR If CAA to give citizenship @Assam #CAA will be used to free detained non-Muslims, their cases will abate &amp; they’ll be citizens. while, Muslims will remain in detention. Is #CAA not discriminatory? Is #CAA not UnConstitutional?",0.4,1
"They lost the online data of Assam NRC and still talking about the NPR implementation. Unconstitutional laws will not be entertained in our democracy and the people who respect the idea of India are out on roads. Some are still under the cage of propaganda, Wake-up! ",-0.125,-1
"U.N. stop this Government or they will broke our nation into piece by piece by CAA,NRC AND NPR,etc. This Government has just crossed his limits. They just want to divide everyone according to religious matters. You want to shootout everyone modiji. You must have to watch the....",0.0,0
"As the nation is fighting for and against nrc, i think it is a good step taken by the @BJP because it effectively suggests to bring in a legislation that will enable the government to identify infiltrators who have been living in India illegally, detain them and deport them back.",0.19999999999999996,1
"BJp needs to rememberno matter how many police defence force you deploy to suppress and oppress the Muslims protest against CAA NRC NPR, Muslims will always out number you. This is their livelihood and existence you question with this black law. Beware their retaliation.",0.16666666666666669,1
Protesters outbreak at midnight after police cracks down on peaceful protesters in Chennai. #NRC_CAA_NPR_Protest #Chennai #NoToNRC,0.04722222222222221,1
Just recently 25 protestors r dead and he is not attacked!! Dude if ur supreme Court dont give a shit abt u how will u survive? But offcourse by licking boots of bhakts u will earn ur survival. Keep it up and btw v talk abt this NRC thing bcoz it mention our minorties and....,-0.1708333333333333,-1
"#WorldAgainstCAA_NRC_NPR What do u mean by world against? Our government our court will decide what is wrong or right. Before commenting on any issue plz do survey. Ur involving small kids, woman , old people in movement and sorry to say 90% of people don't know what is CAA.",-0.19613095238095238,-1
County Executive George Latimer Statement On Extension Of NRC Comment Period Regarding Indian Point License Transfer http://ow.ly/KGP550yn0Pq,0.0,0
Modizee reacting to the news of #TNPolice attacking #CAA_NRC protesters in Chennai! ,0.0,0
Resistance. #WorldagainstCAA_NRC_NPR #TumKabAaoge,0.0,0
BJP it's time you throw the draconian NRC CAA CAB NPR etc out in the sea else you will be tried and sentenced just like the Nazis at Nuremburg. Don't let your bhakts hang their heads in shame when BJP is mentioned years from now.,0.0,0
"Join the protest against CAA-NRC-NPR please. Unlike Delhi, it will work in favour of @maiamofficial if ground level agitation is created.",0.0,0
"Yet, Amit Shah says... Delhi elections not a mandate against the #ShaheenBaghProtests #CAA_NRC_Protests",0.0,0
Reject Nrc caa ,0.0,0
Received via whatsapp. Just look at this!! #Chennai #CAA_NRC_Protests,0.0,0
U should make a video awareness for NPR NRC CAA. IN HINDI ENGLISH AND OTHER LANGUAGES. WITH BEST EXAMPLES WHAT U HAVE GIVEN IN UR SPEECHESS. IT CAN BE REACH MAX POPULATION EASILY. MAKE IT A TOP PRIORITY.,0.3616666666666667,1
Let’s see how much #Chennai people are educated and feel the pain ? #Chennaiagainst_CAA_NRC,0.2,1
"Protests continue overnight at Chennai Trichy, Pondicherry, Coimbatore, Madurai, Sivagangai, Thiruvannamalai, Tirupur and Erode #CAA_NRC_NPR Tag other locations.",-0.125,-1
"Dear Yogendra Ji Spreading the message & supporting #CAA_NRC_NPR we are doing, but what is the Courts in UP &amp; SC doing, is anything being done on that front ? inspite of court orders they are not releasing @drkafeelkhan even @rajkumar65rk21 @RK_Insight @geetv79 @UshaKori_INC",0.25,1
Petition to Canadian Government and UN : Voice Against Atrocities in India Voice Against CAA/NRC/NPR - Sign the Petition! http://chng.it/dHrNwrCL via @CdnChange,0.0,0
The TN state government is a puppet and replica of Cowards BJP government!! #CAA_NRC_NPR #ChennaiShaheenBagh,0.0,0
I got too many diamonds on I look awesome,0.75,1
"#WorldAgainstCAA_NRC_NPR only Jihadi Islamists making noice, everybody in favor of CAA,NRC,NPR. This is not enough Govt coming up with UCC and population control bill also. Indians need not to worry, time for infiltrators to pack and go VANDE MATARAM BHARAT MATA KI JAI",0.0,0
INDIA want Re-election 2020 INDIA WANTS NEW ELECTION #beingmuslim #india #CAA_NRC_Protests #shaheenbagh #Bb13 #rahulgandhi #IndiaAgainstCAA_NPR_NRC @rahulgandhi @priyankagandhi #bharat,0.16818181818181818,1
"They say that even though the police have released over 100 anti-CAA protestors from custody, they will continue to protest as this is a fight against discrimination by the govt. P.S: Sorry for the bad audio. (2/2) #Chennai #Washermanpet #Police #AntiCAA #CAA_NRC_NPR",-0.5999999999999999,-1
SBagh Reps should meet HM & not vice versa.UPA ministers visited Hazare agitation because slapped of corruption.NRC isn't policy yet for discussion.NPR isn't scope of SBagh protesters.Anti CAA protesters have to face law of land without exception.Only CAA concerns for discussion.,0.0,0
"Listen to what women in Washermanpet has to say. Like I said, many are believing the rumour that 2 people lost their life due to the clashes. Apart from that, they say this protest is not just against what Chennai police did but also about larger issue of CAA and NRC. (1/2) ",0.125,1
#DrKafeel_ko_RihaKaro Facist Government in Full Action. #IndiaAgainstCAA_NPR_NRC #USAAgainstCAA_NRC_NPR #WorldagainstCAA_NRC_NPR,0.22499999999999998,1
"The more #ImranKhan hates Modi, the more he follows him! This plan for 'regulating' social media can become Pakistan's #CAA_NRC_NPR.",0.3861111111111111,1
"If people who are protesting against CAA thinks that it is against constitution then why don't they wait for SC review and judgement. Because they no it's not against constitution, they just want to run their agenda #आरक्षण_भीख_नही_अधिकार_है #BeingMuslim #WorldagainstCAA_NRC_NPR",0.0,0
"Well,if these brain washed have seen a ghost of NRC when there is absolutely nothing for Indian Muslims to worry in CAA,why should anybody care for their made up protest?Hallucination has no solution",0.2,1
Didn't you hear about liberty of thought ever? #IndiaRejectsCAA_NRC_NPR,0.0,0
"Just came back from India and hearing what some of the older generation’s reasons for supporting CAA and NRC are, made me want to share this... ",0.13888888888888887,1
"Some ganwars in this trend are trending USA is opposing CAA, instead of lieing blatantly, improve your standard people. Do something constructive instead of spreading hatred. #WorldAgainstCAA_NRC_NPR",-0.25,-1
We Strongly condemns savage action of Chennai police on peaceful protestors. #WorldAgainstCAA_NRC_NPR #ChennaiShaheenBagh,0.2611111111111111,1
This is required.. let’s support it .. #Chennai #Chennaiagainst_CAA_NRC ,0.0,0
You had us at potato. 🥔😍,0.0,0
"#WorldagainstCAA_NRC_NPR @PMOIndia Mr. Modi, Cut ties with RSS and its hate-based ideology. You will do yourself and the country a favour.",0.0,0
"So it is very clear that it is just a tool to give citizenship to non-muslims who will not come in the list of NRC, which will come in ""future"".",0.06500000000000002,1
1st women Turkish commandos break gender barriers http://v.aa.com.tr/1734551 @ADnl @ANPnieuws @NUnl @NUnl_opmer @NOS @Teletekst @NOSRadio1 @nrc @trouw @parool @volkskrant @telegraaf @FD_Nieuws @RTLnieuws,0.0,0
"Will you be proud of this tomorrow?? Probably, so you’re muted!",1.0,1
"#DrKafeel_ko_RihaKaro blunder made by @myogiadityanath sent kafeel to jail once Even though @drkafeelkhan continued his service for poor, protesting against NRC CAA took him to NSA. These are Shameful affairs in your state @myogiadityanath",-0.25,-1
Modi has said that we are not going ahead with NRC. Amit shah even 10 hours ago has aid there has been no decisions yet taken for its implementation but unfortunately people have gone to the extent of believing rumors and trusting the fake media,-0.5,-1
"CAA, NPR and NRC are the first steps towards a massive holocaust in future. It has to be #WorldAgainstCAA_NRC_NPR else it's no point regretting later",0.0625,1
I support CAA and NRC .also NPR. Nobody has power to stop the proceedings by protest.,0.0,0
"$NRC in +2.17% Uptrend, advancing for three consecutive days on February 13, 2020. View odds for this and other indicators: https://tickeron.com/go/1246501 #NationalResearch #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today",-0.125,-1
"One hour ago Chennai police made a brutal lathi charge on protestors who protest protest against CAA NRC &amp;NPR. PROTEST Continues. Location - Washermenpet, Chennai #SosChennai #CAAProtest #CAA_NCR_NPRProtest #Chennai #ShaheenBagh #WorldAgainstCAA_NRC_NPR",-0.875,-1
Chennai Right Now #WorldAgainstCAA_NRC_NPR,0.2857142857142857,1
Rajiv Goes To Mbarara Rally With NRC Title Ambition http://earthfinds.co.ug/index.php/component/k2/item/2789-rajiv-goes-to-mbarara-rally-with-nrc-title-ambition,0.0,0
"Rajimi will not blindly support anyone based on religion, he talked about any issue from NRC for genuine citizen with Muslim faith. Action for vote and central ministerial seats happen only at Dmk. With strong protest, Dmk could have saved lakhs of Sri Lankan tamils",0.19722222222222222,1
By attacking the #Muslim anti-#CAA_NRC_NPR protesters in such a brutal way if the communal police and the Indian state think that they will force them go silent then they are totally mistaken. They will rise more and more. More power to these people.Shame on Chennal police,0.08928571428571429,1
Now #TamilNaduPolice have become absolute barbarous! They are trying to repress dissent movements with violences. Spineless #AIDMK Government have proved being the obedient slave of Sangh Parivar! Resist and fight against police repression and against #CAA_NRC_NPR. Fight Back!,0.175,1
#Cameroon military attacked a village in #SouthernCameroin and killed over 25 including babies n children @ReutersAfrica @WagingPeaceUK @EUatUN @StateDept @realDonaldTrump @AsstSecStateAF @RepKarenBass @AFP @AJEnglish @washingtonpost @NRC_Egeland @CrisisGroup @amnesty,-0.15000000000000002,-1
We aware of ur masterplans. No one is create rumours and panic. Everyone knows the truth. Already govt is ruthless. Again u mentioned it. Whats behind it? 🤔 #worldagainst_CAA_NRC_NPR #CAA_NRC_NPR #CAAProtest #ChennaiShaheenBagh #Chennai,-0.3833333333333333,-1
#BeingMuslim in secular India these days feels like Baptism by fire. This is home and all I’ve ever known &amp; love ji aur jaan se ❤️🇮🇳#IndiaAgainstCAA_NPR_NRC ,0.5,1
Thanking Bombay HC for keeping my faith in Judiciary alive 🙏 #IndiaRejectCAA_NRC_NPR #IndiaAgainstCAA_NRC_NPR,0.1,1
Re-election before caa NRC npr for BJP government,0.0,0
I'm also against #WorldAgainstCAA_NRC_NPR,0.0,0
#WorldAgainstCAA_NRC_NPR Brutal Sanghi police assault on women protesting against #CAA in Chennai. Shame on TN police,-0.875,-1
"#CAA_NRC_Protest you shouldn’t have touched us,manhandling women can never be tolerated and ain’t allowed in this land.This is jus the beginning,massive protests to follow.Both the central n state govt ll feel the heat sooner. Land of periyar-No place for devisive politics here.",0.0,0
https://youtu.be/Z9zUDCRWRE0 From 12 December 2019 till date #CAA #NRC #NPR India's largest Protest Movement link above. #WorldagainstCAA_NRC_NPR #worldagainst_CAA_NRC_NPR,0.0,0
"Do you remember Citizenship Amendment act 2003, can you recollect who voted ""Ayes"" among the 78 which has details of NRC.....i am sure it is DMK, please correct me if i am wrong",0.0,0
Hysteria. Pft. Just facts. White nationalism= neo nazi. Pure and simple.,0.07142857142857142,1
How can I forget @RubikaLiyaquat @CharuPragya @richaanirudh @maliniawasthi @Payal_Rohatgi and @caa_nrc_best All of them are just wonderful. Huge respect.,0.7000000000000001,1
"Kerala Rajbhavan to be stand still on 25th & 26th Feb 2020. Protest against NPR , NRC, CAA By Welfare Party of India",0.0,0
Chennai chakka jammed after Police resorted to brutality on Peaceful protesters at Washermanpet. #CAA_NRC_NPR #washermanpet,0.075,1
"#ShaheenBagh was never about CAA NRC NPR; it was an attempt to assert ISLAM's political power; if the PM or HM visits #ShaheenBagh, it will be projected as a WIN; the same forces will claim that ""HUKUMAT KO JHUKANA PADA""",0.26666666666666666,1
"Yes they will return.....oru naalula eppady povanga...they were literally out of their homes for around 40 years..many have shown interest and they will...but 370 was not discriminatory for 40 years but CAA & NRC is, which atleast has no effect on Indian Muslims",0.0,0
Out in public and we run shit,-0.1,-1
"They themselves get nervous when asked about NRC,they delete tweets,say its not come yet nd bla bla,its facing protest cuz they dont have enough spokespersons who could do 'Tark' in favour of it instead of muslm bashing",0.0,0
"Against any NRC, pan-india or even in small parts of the country. It is immoral ",-0.25,-1
Really coward attack to muslim peoples and brutal attack to women in vannarpet this is shame on TN police #ChennaiShaheenBagh #worldagainst_CAA_NRC_NPR,-0.3375,-1
May be Govt announced that they will never bring NRC. Ohh damnn. Even that has not happened. Hahahaha and then people say these things are for a cause 🤣,0.2,1
"Her still parliament functions, Political parties if they feel its bad then why did they vote for it and now acting against it. Wy are you blamin only BJP, this was initiated by Congress, Voted through with the help of DMK especially NRC and BJP did present it in Parliament...",-0.11666666666666664,-1
It's a tuff world out here 😔✌ . . . #StrangerThings4 #VDay #CAA_NRC_NPR #FridayFun #loveday #memes #twittermemes,0.0,0
#No_NRC #No_CAA #No_NPR #சென்னை #ChennaiShaheenBagh Death is not an to a believer it's a new beginning-Shaheed Palani baba மரணம் எங்களுக்கு மயிரடா,0.13636363636363635,1
Now #TamilNaduPolice have become absolute barbarous! They are trying to repress dissent movements with violences. Spineless #AIDMK Government have proved being the obedient slave of Sangh Parivar! Resist and fight against police repression and against #CAA_NRC_NPR. Fight Back!,0.175,1
"Police are doing them work, CAA is law of land and NRC is not discussed. Why then protest? If anyone creat unbalance in society then they have to go thru some fun like in video.",0.3,1
As reporter one dead whilst police violence on peaceful protesters at #Chennai #SudhaBharadwaj #SanjivBhatt #DrKafeelKhan This is how fascism looks like. Silencing every voice that speaks against. #IndiaAgainstCAA_NPR_NRC ,0.024999999999999994,1
"If truly #WorldagainstCAA_NRC_NPR then those countries should welcome all muslim protesters and give them their own citizenship. Get out, muslims! Bhaarat knows #WorldWithCAA_NRC_NPR",0.775,1
@asadowaisi #delhi need answer why you or your party is funding #ShaheenBagh #CAAProtest #nrc_caa_protests disclose source of funds Why media is silent @ArvindKejriwal @rss @anjanaomkashyap @iarnsdorf @indiatvnews @SikhNet @Sribanglasahib @SisGanjSahib Need to intervene &amp; judge,0.0,0
I'm waiting for 8 Billion tweets in this hashtag. Otherwise this hashtag #WorldagainstCAA_NRC_NPR is shit.,-0.2,-1
CAA and NPR and NRC are unconstitutional!,0.0,0
We are not against just CAA. Its the combined exercise with NRC. Where upon failing the citizenship we will be sent to detention camps but people of other religion can take citizenship back through CAA.,-0.0625,-1
#BeingMuslim @drkafeelkhan is in the jail and booked under NSA to not to let him speak against this fascist @BJP4India govt . #FreeDrKafeel #DrKafeel_ko_RihaKaro #CAA_NRC_NPR #worldagainst_CAA_NRC_NPR #WorldagainstCAA_NRC_NPR #Islamophobia . @Uppolice @sioindia @Shaheenbaghoff1,-0.1,-1
"One of the finest actor, director Naseeruddin Shah against the #CAA #NRC #NPR at Banglore's Shaheen Bagh!🇮🇳 #WeReject_CAA_NPR_NRC ",0.0,0
Poor Gov't #StateTerrorismInTamilNad #KhakiAatanki_ChennaiPolice #ProtectTheProtest #TamilnadAgainstCAA_NRC_NPR #IndiaAgainstCAA_NRC_NPR,-0.4,-1
CAA won’t is unconstitutional #worldagainst_CAA_NRC_NPR,0.0,0
